Timestamp,Epoch,Loss,LR
1775743243.7119002,0,7680.93359375,0.0009997532801828658
1775743245.5837355,50,377.8148193359375,0.00048429462046093607
1775743247.634894,100,215.5977783203125,2.467198171342e-07
1775743249.3892765,150,151.6848602294922,0.0005157053795390639
1775743251.152683,200,67.43506622314453,0.0009997532801828666
1775743253.1165466,250,32.750762939453125,0.000484294620460936
1775743255.2236469,300,21.974525451660156,2.467198171342e-07
1775743257.1563327,350,28.439781188964844,0.0005157053795390631
1775743258.8794522,400,23.417879104614258,0.0009997532801828645
1775743261.134915,450,15.181934356689453,0.0004842946204609347
1775743262.6425226,500,11.323360443115234,2.467198171342e-07
